event_id,mech_number,strike,dip,rake,norm_N,norm_E,norm_Z,norm_aux_N,norm_aux_E,norm_aux_Z
2148509,0,299.5,50.0,120.0,-0.667,-0.3767,0.6428,0.7306,-0.1616,0.6634
2148509,1,150.0,30.0,125.0,0.25,0.433,0.866,-0.8514,-0.3276,0.4096
2148509,2,254.3,40.0,100.0,-0.619,0.1734,0.766,0.6796,-0.3707,0.633
2148509,3,259.4,45.0,95.0,-0.6951,0.1299,0.7071,0.6764,-0.2151,0.7044
2148509,4,293.2,60.0,100.0,-0.7958,-0.3415,0.5,0.521,0.0346,0.8529
2148509,5,142.4,50.0,130.0,0.4678,0.6066,0.6428,-0.8097,0.0026,0.5868
2148509,6,292.9,50.0,115.0,-0.7056,-0.2982,0.6428,0.7011,-0.1625,0.6943
2148509,7,277.8,40.0,100.0,-0.6368,-0.0875,0.766,0.771,-0.0693,0.633
2148509,8,140.0,30.0,120.0,0.3214,0.383,0.866,-0.8651,-0.2531,0.433
2148509,9,287.6,45.0,95.0,-0.6738,-0.2144,0.7071,0.6977,0.1305,0.7044
2148509,10,144.9,55.0,130.0,0.4708,0.6703,0.5736,-0.7785,0.0099,0.6275
2148509,11,306.0,50.0,95.0,-0.6197,-0.4503,0.6428,0.5693,0.3059,0.7631
2148509,12,116.2,50.0,115.0,0.6874,0.338,0.6428,-0.7093,0.1222,0.6943
2148509,13,273.3,50.0,110.0,-0.7648,-0.0437,0.6428,0.6226,-0.307,0.7198
2148509,14,125.1,35.0,110.0,0.4691,0.33,0.8192,-0.8264,-0.1631,0.539
2148509,15,281.6,60.0,95.0,-0.8483,-0.1743,0.5,0.5054,0.0149,0.8627
2148509,16,294.7,45.0,100.0,-0.6424,-0.2955,0.7071,0.7052,0.1333,0.6964
2148509,17,109.6,50.0,105.0,0.7215,0.2574,0.6428,-0.6718,0.0351,0.7399
2148509,18,110.0,30.0,100.0,0.4698,0.171,0.866,-0.8608,-0.1285,0.4924
2148509,19,286.4,50.0,110.0,-0.735,-0.2158,0.6428,0.6759,-0.158,0.7198
2148509,20,259.4,45.0,100.0,-0.6951,0.1299,0.7071,0.6526,-0.2986,0.6964
2148509,21,266.5,45.0,105.0,-0.7058,0.0435,0.7071,0.6658,-0.3004,0.683
2148509,22,138.0,25.0,120.0,0.2828,0.3141,0.9063,-0.8968,-0.2487,0.366
2148509,23,299.5,50.0,100.0,-0.667,-0.3767,0.6428,0.6366,0.1601,0.7544
2148509,24,266.5,45.0,100.0,-0.7058,0.0435,0.7071,0.6844,-0.2162,0.6964
2148509,25,283.8,65.0,95.0,-0.88,-0.2169,0.4226,0.4296,0.0161,0.9029
2148509,26,142.7,35.0,105.0,0.3477,0.4562,0.8192,-0.6855,-0.4724,0.554
2148509,27,130.0,30.0,110.0,0.383,0.3214,0.866,-0.8433,-0.2611,0.4698
2148509,28,301.3,40.0,115.0,-0.5492,-0.334,0.766,0.8128,-0.0004,0.5826
2148509,29,125.3,45.0,110.0,0.5771,0.4085,0.7071,-0.7399,-0.1048,0.6645
2148509,30,252.4,45.0,100.0,-0.6738,0.2144,0.7071,0.611,-0.3766,0.6964
2148509,31,285.3,55.0,95.0,-0.7903,-0.2155,0.5736,0.5742,0.0663,0.816
2148509,32,310.6,60.0,110.0,-0.6571,-0.5641,0.5,0.5793,0.0465,0.8138
2148509,33,266.5,45.0,95.0,-0.7058,0.0435,0.7071,0.6977,-0.1304,0.7044
2148509,34,265.6,35.0,100.0,-0.5719,0.0439,0.8192,0.791,-0.2349,0.5649
2148509,35,142.4,50.0,135.0,0.4678,0.6066,0.6428,-0.8375,0.0719,0.5417
2148509,36,297.5,55.0,95.0,-0.7269,-0.3777,0.5736,0.5472,0.1861,0.816
2148509,37,142.4,50.0,115.0,0.4678,0.6066,0.6428,-0.6904,-0.2033,0.6943
2148509,38,281.6,60.0,100.0,-0.8483,-0.1743,0.5,0.5173,-0.071,0.8529
2148509,39,137.0,40.0,130.0,0.4387,0.4698,0.766,-0.8703,0.0099,0.4924
2148509,40,144.9,55.0,125.0,0.4708,0.6703,0.5736,-0.7394,-0.0548,0.671
2148509,41,308.8,45.0,100.0,-0.5509,-0.4433,0.7071,0.6514,0.3013,0.6964
2148509,42,121.3,40.0,100.0,0.5492,0.334,0.766,-0.7348,-0.2436,0.633
2148509,43,125.3,45.0,115.0,0.5771,0.4085,0.7071,-0.7672,-0.0253,0.6409
2148509,44,286.4,50.0,105.0,-0.735,-0.2158,0.6428,0.6687,-0.0734,0.7399
2148509,45,292.9,50.0,110.0,-0.7056,-0.2982,0.6428,0.6895,-0.0799,0.7198
2148509,46,109.6,50.0,95.0,0.7215,0.2574,0.6428,-0.6324,-0.1331,0.7631
2148509,47,104.1,45.0,95.0,0.6857,0.1725,0.7071,-0.7044,-0.0873,0.7044
2148509,48,260.0,30.0,100.0,-0.4924,0.0868,0.866,0.8098,-0.3191,0.4924
2148509,49,294.7,45.0,95.0,-0.6424,-0.2955,0.7071,0.6764,0.2152,0.7044
2148509,50,289.4,65.0,95.0,-0.8549,-0.3008,0.4226,0.4261,0.0575,0.9029
2148509,51,279.2,55.0,100.0,-0.8087,-0.1303,0.5736,0.5853,-0.0816,0.8067
2148509,52,303.6,55.0,110.0,-0.6826,-0.4528,0.5736,0.6382,0.0129,0.7698
2148509,53,304.8,60.0,105.0,-0.7108,-0.4947,0.5,0.5443,0.0635,0.8365
2148509,54,146.5,45.0,135.0,0.3906,0.5894,0.7071,-0.8656,-0.0262,0.5
2148509,55,292.9,50.0,105.0,-0.7056,-0.2982,0.6428,0.6727,0.0033,0.7399
2148509,56,280.6,45.0,105.0,-0.6951,-0.1299,0.7071,0.7189,-0.1289,0.683
2148509,57,118.2,45.0,110.0,0.623,0.3345,0.7071,-0.7472,-0.013,0.6645
2148509,58,285.7,40.0,105.0,-0.619,-0.1734,0.766,0.7823,-0.0496,0.6209
2148509,59,287.4,60.0,95.0,-0.8263,-0.2593,0.5,0.5013,0.066,0.8627
2148509,60,118.2,45.0,95.0,0.623,0.3345,0.7071,-0.6618,-0.2565,0.7044
2148509,61,139.4,45.0,125.0,0.4601,0.537,0.7071,-0.8124,-0.0667,0.5792
2148509,62,306.0,50.0,105.0,-0.6197,-0.4503,0.6428,0.6544,0.1556,0.7399
2148509,63,309.1,40.0,95.0,-0.4986,-0.4057,0.766,0.647,0.414,0.6403
2148509,64,306.0,50.0,115.0,-0.6197,-0.4503,0.6428,0.7197,0.0005,0.6943
2148509,65,148.9,50.0,145.0,0.3956,0.656,0.6428,-0.8919,0.1073,0.4394
2148509,66,97.1,45.0,100.0,0.7017,0.0869,0.7071,-0.7124,0.0868,0.6964
2148509,67,90.0,50.0,95.0,0.766,0.0,0.6428,-0.6403,0.0872,0.7631
2148509,68,273.5,45.0,95.0,-0.7058,-0.0435,0.7071,0.7084,-0.0436,0.7044
2148509,69,98.8,35.0,95.0,0.5669,0.0876,0.8192,-0.8198,-0.0384,0.5714
2148509,70,116.3,35.0,95.0,0.514,0.2545,0.8192,-0.77,-0.284,0.5714
2148509,71,286.4,50.0,100.0,-0.735,-0.2158,0.6428,0.6563,0.0117,0.7544
2148509,72,132.4,45.0,125.0,0.5226,0.4764,0.7071,-0.8145,0.0337,0.5792
2148509,73,292.9,50.0,95.0,-0.7056,-0.2982,0.6428,0.6238,0.169,0.7631
2148509,74,129.1,40.0,100.0,0.4986,0.4057,0.766,-0.6948,-0.3414,0.633
2148509,75,139.4,45.0,100.0,0.4601,0.537,0.7071,-0.5849,-0.4158,0.6964
2148509,76,121.3,40.0,110.0,0.5492,0.334,0.766,-0.7928,-0.0818,0.604
2148509,77,315.8,55.0,115.0,-0.5715,-0.5869,0.5736,0.6654,0.0776,0.7424
2148509,78,129.3,50.0,100.0,0.593,0.4849,0.6428,-0.6,-0.2663,0.7544
2148509,79,146.5,45.0,125.0,0.3906,0.5894,0.7071,-0.7981,-0.166,0.5792
2148509,80,140.0,30.0,105.0,0.3214,0.383,0.866,-0.736,-0.4744,0.483
2148509,81,142.4,50.0,120.0,0.4678,0.6066,0.6428,-0.7359,-0.1355,0.6634
2148509,82,270.0,40.0,105.0,-0.6428,0.0,0.766,0.7399,-0.2588,0.6209
2148509,83,150.0,30.0,105.0,0.25,0.433,0.866,-0.6424,-0.595,0.483
2148509,84,129.3,50.0,120.0,0.593,0.4849,0.6428,-0.7474,0.0347,0.6634
2148509,85,140.0,30.0,125.0,0.3214,0.383,0.866,-0.8954,-0.1747,0.4096
2148509,86,148.9,50.0,135.0,0.3956,0.656,0.6428,-0.8402,-0.0241,0.5417
2148509,87,148.9,50.0,150.0,0.3956,0.656,0.6428,-0.9076,0.172,0.383
2148509,88,135.8,50.0,115.0,0.5339,0.5494,0.6428,-0.7091,-0.1232,0.6943
2148509,89,151.0,55.0,130.0,0.3969,0.7166,0.5736,-0.7752,-0.0729,0.6275
2148509,90,120.5,55.0,95.0,0.7057,0.4159,0.5736,-0.5365,-0.215,0.816
2148509,91,297.5,55.0,100.0,-0.7269,-0.3777,0.5736,0.5813,0.1064,0.8067
2148509,92,301.3,40.0,120.0,-0.5492,-0.334,0.766,0.8266,-0.0825,0.5567
2148509,93,133.9,35.0,115.0,0.4133,0.3977,0.8192,-0.828,-0.2103,0.5198
2148509,94,142.4,50.0,110.0,0.4678,0.6066,0.6428,-0.6397,-0.2695,0.7198
2148509,95,135.8,50.0,105.0,0.5339,0.5494,0.6428,-0.6183,-0.2649,0.7399
2148509,96,130.0,30.0,95.0,0.383,0.3214,0.866,-0.7169,-0.4878,0.4981
2148509,97,322.9,45.0,100.0,-0.4261,-0.5643,0.7071,0.5582,0.4511,0.6964
2148509,98,111.2,45.0,105.0,0.6594,0.2554,0.7071,-0.7304,-0.0054,0.683
2148509,99,116.2,50.0,110.0,0.6874,0.338,0.6428,-0.693,0.0404,0.7198
2148509,100,113.5,40.0,105.0,0.5896,0.2561,0.766,-0.7818,-0.0574,0.6209
2148509,101,152.6,40.0,135.0,0.2957,0.5707,0.766,-0.877,-0.1556,0.4545
2148509,102,310.6,60.0,100.0,-0.6571,-0.5641,0.5,0.4867,0.189,0.8529
2148509,103,292.9,50.0,100.0,-0.7056,-0.2982,0.6428,0.6507,0.0865,0.7544
2148509,104,132.4,45.0,110.0,0.5226,0.4764,0.7071,-0.7215,-0.1949,0.6645
2148509,105,150.0,30.0,130.0,0.25,0.433,0.866,-0.8884,-0.2531,0.383
2148509,106,286.4,50.0,95.0,-0.735,-0.2158,0.6428,0.639,0.0968,0.7631
2148509,107,310.6,60.0,95.0,-0.6571,-0.5641,0.5,0.4347,0.2583,0.8627
2148509,108,283.2,35.0,110.0,-0.5585,-0.1307,0.8192,0.8274,-0.1576,0.539
2148509,109,125.3,45.0,95.0,0.5771,0.4085,0.7071,-0.6253,-0.3359,0.7044
2148509,110,125.1,35.0,115.0,0.4691,0.33,0.8192,-0.8504,-0.0814,0.5198
2148509,111,155.5,50.0,135.0,0.3182,0.6968,0.6428,-0.832,-0.1197,0.5417
2148509,112,309.7,55.0,110.0,-0.6306,-0.5228,0.5736,0.6332,0.0807,0.7698
2148509,113,309.7,55.0,105.0,-0.6306,-0.5228,0.5736,0.5917,0.1544,0.7912
2148509,114,107.6,35.0,95.0,0.5468,0.1731,0.8192,-0.8043,-0.1631,0.5714
2148509,115,310.6,60.0,115.0,-0.6571,-0.5641,0.5,0.6191,-0.0255,0.7849
2148509,116,273.3,50.0,95.0,-0.7648,-0.0437,0.6428,0.6443,-0.0505,0.7631
2148509,117,114.4,55.0,95.0,0.7459,0.3385,0.5736,-0.5563,-0.1567,0.816
2148509,118,265.6,35.0,105.0,-0.5719,0.0439,0.8192,0.7691,-0.3186,0.554
2148509,119,135.8,50.0,130.0,0.5339,0.5494,0.6428,-0.8041,0.0949,0.5868
2148509,120,283.2,35.0,105.0,-0.5585,-0.1307,0.8192,0.8294,-0.0717,0.554
2148509,121,130.0,30.0,115.0,0.383,0.3214,0.866,-0.8729,-0.1808,0.4532
2148509,122,285.3,55.0,100.0,-0.7903,-0.2155,0.5736,0.5906,-0.0189,0.8067
2148509,123,297.5,55.0,110.0,-0.7269,-0.3777,0.5736,0.636,-0.055,0.7698
2148509,124,144.8,40.0,135.0,0.3707,0.5251,0.766,-0.8901,-0.0348,0.4545
2148509,125,104.1,45.0,100.0,0.6857,0.1725,0.7071,-0.7177,-0.0014,0.6964
2148509,126,287.6,45.0,105.0,-0.6738,-0.2144,0.7071,0.7293,-0.0396,0.683
2148509,127,151.0,55.0,150.0,0.3969,0.7166,0.5736,-0.8965,0.1688,0.4096
2148509,128,129.1,40.0,105.0,0.4986,0.4057,0.766,-0.7373,-0.2662,0.6209
2148509,129,137.0,40.0,100.0,0.4387,0.4698,0.766,-0.6418,-0.4328,0.633
2148509,130,315.9,45.0,100.0,-0.4922,-0.5076,0.7071,0.6094,0.379,0.6964
2148509,131,144.8,40.0,125.0,0.3707,0.5251,0.766,-0.8305,-0.1819,0.5265
2148509,132,126.0,25.0,110.0,0.3419,0.2484,0.9063,-0.89,-0.2239,0.3971
2148509,133,311.5,65.0,95.0,-0.6784,-0.601,0.4226,0.3729,0.2139,0.9029
2148509,134,121.3,40.0,95.0,0.5492,0.334,0.766,-0.6973,-0.322,0.6403
2148509,135,125.1,35.0,100.0,0.4691,0.33,0.8192,-0.7597,-0.3221,0.5649
2148509,136,120.0,30.0,105.0,0.433,0.25,0.866,-0.8539,-0.1941,0.483
2148509,137,294.7,45.0,105.0,-0.6424,-0.2955,0.7071,0.7287,0.0503,0.683
2148509,138,113.5,40.0,110.0,0.5896,0.2561,0.766,-0.7965,0.0269,0.604
2148509,139,312.5,50.0,100.0,-0.5644,-0.518,0.6428,0.5838,0.3001,0.7544
2148509,140,293.5,40.0,95.0,-0.5896,-0.2561,0.766,0.7347,0.2241,0.6403
2148509,141,306.0,50.0,110.0,-0.6197,-0.4503,0.6428,0.6897,0.0783,0.7198
2148509,142,299.0,60.0,100.0,-0.7572,-0.4203,0.5,0.5148,0.0871,0.8529
2148509,143,277.8,40.0,105.0,-0.6368,-0.0875,0.766,0.7683,-0.1557,0.6209
2148509,144,274.4,35.0,100.0,-0.5719,-0.0439,0.8192,0.8176,-0.1114,0.5649
2148509,145,118.2,45.0,100.0,0.623,0.3345,0.7071,-0.6957,-0.1765,0.6964
2148509,146,132.7,55.0,120.0,0.6019,0.5556,0.5736,-0.7041,0.0304,0.7094
2148509,147,122.7,50.0,105.0,0.6444,0.4142,0.6428,-0.6622,-0.1179,0.7399
2148509,148,105.7,40.0,95.0,0.619,0.1734,0.766,-0.7583,-0.122,0.6403
2148509,149,132.4,45.0,120.0,0.5226,0.4764,0.7071,-0.7894,-0.043,0.6124
2148509,150,122.7,50.0,100.0,0.6444,0.4142,0.6428,-0.6264,-0.1962,0.7544
2148509,151,265.6,35.0,95.0,-0.5719,0.0439,0.8192,0.807,-0.1494,0.5714
2148509,152,306.0,50.0,100.0,-0.6197,-0.4503,0.6428,0.6142,0.2316,0.7544
2148509,153,299.0,60.0,105.0,-0.7572,-0.4203,0.5,0.5479,0.0081,0.8365
2148509,154,266.7,50.0,95.0,-0.7648,0.0437,0.6428,0.6343,-0.1236,0.7631
2148509,155,125.3,45.0,100.0,0.5771,0.4085,0.7071,-0.6687,-0.2606,0.6964
2148509,156,138.0,25.0,115.0,0.2828,0.3141,0.9063,-0.8637,-0.3276,0.383
2148509,157,129.1,40.0,115.0,0.4986,0.4057,0.766,-0.8053,-0.1103,0.5826
2148509,158,144.9,55.0,140.0,0.4708,0.6703,0.5736,-0.8388,0.1386,0.5265
2148509,159,133.9,35.0,100.0,0.4133,0.3977,0.8192,-0.7017,-0.4343,0.5649
2148509,160,301.8,45.0,105.0,-0.6012,-0.3722,0.7071,0.717,0.1395,0.683
2148509,161,137.0,40.0,120.0,0.4387,0.4698,0.766,-0.8182,-0.1436,0.5567
2148509,162,293.5,40.0,115.0,-0.5896,-0.2561,0.766,0.8052,-0.111,0.5826
2148509,163,287.6,45.0,110.0,-0.6738,-0.2144,0.7071,0.7369,-0.1245,0.6645
2148509,164,303.6,55.0,100.0,-0.6826,-0.4528,0.5736,0.5667,0.1676,0.8067
2148509,165,294.7,45.0,115.0,-0.6424,-0.2955,0.7071,0.7588,-0.1161,0.6409
2148509,166,283.2,35.0,95.0,-0.5585,-0.1307,0.8192,0.8144,0.1011,0.5714
2148509,167,137.0,40.0,115.0,0.4387,0.4698,0.766,-0.7827,-0.2189,0.5826
2148509,168,155.5,50.0,140.0,0.3182,0.6968,0.6428,-0.8685,-0.0576,0.4924
2148509,169,122.7,50.0,95.0,0.6444,0.4142,0.6428,-0.5858,-0.2729,0.7631
2148509,170,142.7,35.0,100.0,0.3477,0.4562,0.8192,-0.6271,-0.5363,0.5649
2148509,171,90.0,45.0,95.0,0.7071,0.0,0.7071,-0.7044,0.0872,0.7044
2148509,172,138.0,25.0,95.0,0.2828,0.3141,0.9063,-0.6689,-0.6126,0.421
2148509,173,287.6,45.0,100.0,-0.6738,-0.2144,0.7071,0.7162,0.0456,0.6964
2148509,174,303.6,55.0,105.0,-0.6826,-0.4528,0.5736,0.6048,0.0906,0.7912
2148509,175,132.4,45.0,115.0,0.5226,0.4764,0.7071,-0.7583,-0.1194,0.6409
2148509,176,291.4,55.0,95.0,-0.7629,-0.2983,0.5736,0.5639,0.1269,0.816
2148509,177,129.3,50.0,125.0,0.593,0.4849,0.6428,-0.7707,0.1107,0.6275
2148509,178,148.9,50.0,120.0,0.3956,0.656,0.6428,-0.7156,-0.2185,0.6634
2148509,179,153.5,45.0,130.0,0.3152,0.633,0.7071,-0.8168,-0.1984,0.5417
2148509,180,114.0,25.0,95.0,0.3861,0.1719,0.9063,-0.8603,-0.2876,0.421
2148509,181,135.8,50.0,125.0,0.5339,0.5494,0.6428,-0.7783,0.0221,0.6275
2148509,182,294.7,45.0,110.0,-0.6424,-0.2955,0.7071,0.7466,-0.033,0.6645
2148509,183,317.1,65.0,95.0,-0.6172,-0.6637,0.4226,0.3505,0.2489,0.9029
2148509,184,129.1,40.0,110.0,0.4986,0.4057,0.766,-0.7742,-0.189,0.604
2148509,185,121.3,40.0,105.0,0.5492,0.334,0.766,-0.7667,-0.1633,0.6209
2148509,186,135.8,50.0,100.0,0.5339,0.5494,0.6428,-0.5657,-0.3329,0.7544
2148509,187,301.3,40.0,105.0,-0.5492,-0.334,0.766,0.7667,0.1633,0.6209
2148509,188,110.0,30.0,95.0,0.4698,0.171,0.866,-0.8405,-0.2132,0.4981
2148509,189,142.7,35.0,120.0,0.3477,0.4562,0.8192,-0.8277,-0.2611,0.4967
2148509,190,312.5,50.0,105.0,-0.5644,-0.518,0.6428,0.6324,0.2291,0.7399
2148509,191,301.8,45.0,95.0,-0.6012,-0.3722,0.7071,0.6448,0.2967,0.7044
2148509,192,139.4,45.0,130.0,0.4601,0.537,0.7071,-0.8406,0.0069,0.5417
2148509,193,262.2,40.0,95.0,-0.6368,0.0875,0.766,0.7442,-0.1903,0.6403
2148509,194,142.4,50.0,125.0,0.4678,0.6066,0.6428,-0.7757,-0.0667,0.6275
2148509,195,140.0,30.0,100.0,0.3214,0.383,0.866,-0.6812,-0.5417,0.4924
2148509,196,129.3,50.0,105.0,0.593,0.4849,0.6428,-0.6445,-0.1927,0.7399
2148509,197,279.2,55.0,95.0,-0.8087,-0.1303,0.5736,0.578,0.0048,0.816
2148509,198,109.6,50.0,110.0,0.7215,0.2574,0.6428,-0.6838,0.1191,0.7198
2148509,199,301.8,45.0,115.0,-0.6012,-0.3722,0.7071,0.7673,-0.0219,0.6409
2148509,200,133.9,35.0,120.0,0.4133,0.3977,0.8192,-0.8579,-0.1317,0.4967
2148509,201,312.5,50.0,95.0,-0.5644,-0.518,0.6428,0.5307,0.3688,0.7631
2148509,202,129.3,50.0,95.0,0.593,0.4849,0.6428,-0.5509,-0.3379,0.7631
2148509,203,116.2,50.0,95.0,0.6874,0.338,0.6428,-0.6131,-0.2043,0.7631
2148509,204,116.2,50.0,100.0,0.6874,0.338,0.6428,-0.6447,-0.1235,0.7544
2148509,205,310.6,60.0,105.0,-0.6571,-0.5641,0.5,0.535,0.1182,0.8365
2148509,206,260.0,30.0,115.0,-0.4924,0.0868,0.866,0.6996,-0.5525,0.4532
2148509,207,279.8,50.0,95.0,-0.7548,-0.1306,0.6428,0.6458,0.0233,0.7631
2148509,208,273.3,50.0,100.0,-0.7648,-0.0437,0.6428,0.6419,-0.1372,0.7544
2148509,209,104.1,45.0,105.0,0.6857,0.1725,0.7071,-0.7255,0.0844,0.683
2148509,210,292.0,35.0,95.0,-0.532,-0.2144,0.8192,0.7895,0.2242,0.5714
2148509,211,138.8,55.0,125.0,0.5394,0.6165,0.5736,-0.7411,0.0241,0.671
2148509,212,285.7,40.0,95.0,-0.619,-0.1734,0.766,0.7583,0.122,0.6403
2148509,213,285.9,70.0,95.0,-0.9038,-0.2572,0.342,0.3516,0.0094,0.9361
2148509,214,76.9,50.0,95.0,0.7461,-0.1735,0.6428,-0.604,0.2299,0.7631
2148509,215,259.4,45.0,105.0,-0.6951,0.1299,0.7071,0.6238,-0.3799,0.683
2148509,216,304.8,60.0,95.0,-0.7108,-0.4947,0.5,0.4586,0.213,0.8627
2148509,217,273.5,45.0,100.0,-0.7058,-0.0435,0.7071,0.7057,-0.1305,0.6964
2148509,218,287.4,60.0,100.0,-0.8263,-0.2593,0.5,0.5218,-0.0183,0.8529
2148509,219,273.3,50.0,105.0,-0.7648,-0.0437,0.6428,0.6346,-0.223,0.7399
2148509,220,116.3,35.0,105.0,0.514,0.2545,0.8192,-0.8239,-0.1191,0.554
2148509,221,274.4,35.0,95.0,-0.5719,-0.0439,0.8192,0.8203,-0.0244,0.5714
2148509,222,120.0,30.0,100.0,0.433,0.25,0.866,-0.8254,-0.2761,0.4924
2148509,223,132.4,45.0,130.0,0.5226,0.4764,0.7071,-0.8333,0.1101,0.5417
2148509,224,151.0,55.0,145.0,0.3969,0.7166,0.5736,-0.876,0.1091,0.4698
2148509,225,144.8,40.0,130.0,0.3707,0.5251,0.766,-0.8635,-0.1087,0.4924
2148509,226,122.7,50.0,115.0,0.6444,0.4142,0.6428,-0.7186,0.0406,0.6943
2148509,227,273.1,55.0,105.0,-0.818,-0.0436,0.5736,0.567,-0.229,0.7912
2148509,228,285.7,40.0,100.0,-0.619,-0.1734,0.766,0.7733,0.0363,0.633
2148509,229,133.9,35.0,95.0,0.4133,0.3977,0.8192,-0.6484,-0.5031,0.5714
2148509,230,129.1,40.0,120.0,0.4986,0.4057,0.766,-0.8302,-0.0308,0.5567
2148509,231,126.6,55.0,120.0,0.6575,0.4885,0.5736,-0.6969,0.1051,0.7094
2148509,232,111.2,45.0,100.0,0.6594,0.2554,0.7071,-0.7121,-0.0896,0.6964
2148509,233,309.7,55.0,95.0,-0.6306,-0.5228,0.5736,0.4955,0.2976,0.816
2148509,234,150.0,30.0,110.0,0.25,0.433,0.866,-0.7031,-0.5338,0.4698
2148509,235,304.8,60.0,100.0,-0.7108,-0.4947,0.5,0.5033,0.1388,0.8529
2148509,236,139.4,45.0,135.0,0.4601,0.537,0.7071,-0.8623,0.0804,0.5
2148509,237,291.4,55.0,100.0,-0.7629,-0.2983,0.5736,0.5893,0.044,0.8067
2148509,238,293.2,60.0,95.0,-0.7958,-0.3415,0.5,0.4921,0.1163,0.8627
2148509,239,292.0,35.0,105.0,-0.532,-0.2144,0.8192,0.8306,0.0557,0.554
2148509,240,113.5,40.0,100.0,0.5896,0.2561,0.766,-0.7611,-0.1413,0.633
2148509,241,315.8,55.0,120.0,-0.5715,-0.5869,0.5736,0.7048,0.0071,0.7094
2148509,242,301.8,45.0,120.0,-0.6012,-0.3722,0.7071,0.7839,-0.1027,0.6124
2148509,243,140.0,30.0,95.0,0.3214,0.383,0.866,-0.6213,-0.6049,0.4981
2148509,244,136.5,60.0,125.0,0.5967,0.6277,0.5,-0.6979,0.0983,0.7094
2148509,245,77.8,55.0,95.0,0.8006,-0.1732,0.5736,-0.5401,0.206,0.816
2148509,246,289.4,65.0,100.0,-0.8549,-0.3008,0.4226,0.4502,-0.0257,0.8925
2148509,247,107.6,35.0,100.0,0.5468,0.1731,0.8192,-0.8215,-0.0778,0.5649
2148509,248,125.3,45.0,105.0,0.5771,0.4085,0.7071,-0.707,-0.1834,0.683
2148509,249,139.4,45.0,115.0,0.4601,0.537,0.7071,-0.7379,-0.2117,0.6409
2148509,250,148.9,50.0,140.0,0.3956,0.656,0.6428,-0.8694,0.0418,0.4924
2148509,251,142.7,35.0,125.0,0.3477,0.4562,0.8192,-0.8629,-0.1859,0.4698
2148509,252,280.6,45.0,100.0,-0.6951,-0.1299,0.7071,0.7164,-0.0427,0.6964
2148509,253,139.4,45.0,120.0,0.4601,0.537,0.7071,-0.7781,-0.1397,0.6124
2148509,254,301.3,40.0,110.0,-0.5492,-0.334,0.766,0.7928,0.0818,0.604
2148509,255,151.0,55.0,135.0,0.3969,0.7166,0.5736,-0.8151,-0.0122,0.5792
2148509,256,144.9,55.0,135.0,0.4708,0.6703,0.5736,-0.8117,0.0745,0.5792
2148509,257,114.0,25.0,100.0,0.3861,0.1719,0.9063,-0.886,-0.2044,0.4162
2148509,258,293.5,40.0,105.0,-0.5896,-0.2561,0.766,0.7818,0.0574,0.6209
2148509,259,270.0,40.0,95.0,-0.6428,0.0,0.766,0.7631,-0.0872,0.6403
2148509,260,292.0,35.0,100.0,-0.532,-0.2144,0.8192,0.8131,0.1405,0.5649
2148509,261,116.3,35.0,110.0,0.514,0.2545,0.8192,-0.8416,-0.035,0.539
2148509,262,138.0,25.0,100.0,0.2828,0.3141,0.9063,-0.7263,-0.5471,0.4162
2148509,263,142.4,50.0,140.0,0.4678,0.6066,0.6428,-0.8589,0.1406,0.4924
2148509,264,155.5,50.0,145.0,0.3182,0.6968,0.6428,-0.8983,0.0049,0.4394
2148509,265,254.3,40.0,105.0,-0.619,0.1734,0.766,0.6427,-0.4489,0.6209
2148509,266,285.7,40.0,110.0,-0.619,-0.1734,0.766,0.7854,-0.1351,0.604
2148509,267,297.5,55.0,105.0,-0.7269,-0.3777,0.5736,0.611,0.0258,0.7912
2148509,268,111.2,45.0,110.0,0.6594,0.2554,0.7071,-0.7431,0.0789,0.6645
2148509,269,299.0,60.0,95.0,-0.7572,-0.4203,0.5,0.4778,0.1655,0.8627
2148509,270,113.5,40.0,95.0,0.5896,0.2561,0.766,-0.7347,-0.2241,0.6403
2148509,271,152.6,40.0,140.0,0.2957,0.5707,0.766,-0.9067,-0.0848,0.4132
2148509,272,293.5,40.0,100.0,-0.5896,-0.2561,0.766,0.7611,0.1413,0.633
2148509,273,279.8,50.0,100.0,-0.7548,-0.1306,0.6428,0.6534,-0.0632,0.7544
2148509,274,137.0,40.0,125.0,0.4387,0.4698,0.766,-0.8475,-0.0671,0.5265
2148509,275,142.3,60.0,130.0,0.5301,0.6848,0.5,-0.7428,0.0906,0.6634
2148509,276,151.0,55.0,140.0,0.3969,0.7166,0.5736,-0.8488,0.0487,0.5265
2148509,277,116.3,35.0,100.0,0.514,0.2545,0.8192,-0.8,-0.2023,0.5649
2148509,278,303.6,55.0,115.0,-0.6826,-0.4528,0.5736,0.6668,-0.0648,0.7424
2148509,279,137.0,40.0,95.0,0.4387,0.4698,0.766,-0.5846,-0.4982,0.6403
2148509,280,291.2,70.0,95.0,-0.8762,-0.3395,0.342,0.3492,0.0418,0.9361
2148509,281,309.7,55.0,115.0,-0.6306,-0.5228,0.5736,0.6699,0.0064,0.7424
2148509,282,148.9,50.0,130.0,0.3956,0.656,0.6428,-0.8047,-0.0897,0.5868
2148509,283,132.4,45.0,100.0,0.5226,0.4764,0.7071,-0.6316,-0.3408,0.6964
