event_id,mech_number,strike,dip,rake,norm_N,norm_E,norm_Z,norm_aux_N,norm_aux_E,norm_aux_Z
3150947,15,162.0,65.0,145.0,0.2801,0.8619,0.4226,-0.854,0.0226,0.5198
3150947,16,165.5,60.0,120.0,0.2171,0.8384,0.5,-0.5926,-0.2939,0.75
3150947,17,142.7,35.0,140.0,0.3477,0.4562,0.8192,-0.9284,0.0456,0.3687
3150947,18,140.0,30.0,145.0,0.3214,0.383,0.866,-0.9468,0.146,0.2868
3150947,19,144.8,40.0,115.0,0.3707,0.5251,0.766,-0.7456,-0.3235,0.5826
3150947,20,144.8,40.0,110.0,0.3707,0.5251,0.766,-0.6945,-0.3909,0.604
3150947,21,148.9,50.0,155.0,0.3956,0.656,0.6428,-0.9164,0.2354,0.3237
3150947,22,142.7,35.0,120.0,0.3477,0.4562,0.8192,-0.8277,-0.2611,0.4967
3150947,23,158.8,70.0,145.0,0.3395,0.8762,0.342,-0.8347,0.113,0.539
3150947,24,129.3,50.0,125.0,0.593,0.4849,0.6428,-0.7707,0.1107,0.6275
3150947,25,153.5,45.0,135.0,0.3152,0.633,0.7071,-0.8558,-0.1324,0.5
3150947,26,178.6,65.0,140.0,0.0219,0.906,0.4226,-0.7724,-0.2531,0.5826
3150947,27,155.5,50.0,115.0,0.3182,0.6968,0.6428,-0.6264,-0.3544,0.6943
3150947,28,146.5,45.0,125.0,0.3906,0.5894,0.7071,-0.7981,-0.166,0.5792
3150947,29,159.7,60.0,140.0,0.3008,0.8121,0.5,-0.83,-0.0353,0.5567
3150947,30,139.4,45.0,130.0,0.4601,0.537,0.7071,-0.8406,0.0069,0.5417
3150947,31,162.0,65.0,150.0,0.2801,0.8619,0.4226,-0.8889,0.0666,0.4532
3150947,32,138.0,25.0,125.0,0.2828,0.3141,0.9063,-0.923,-0.1679,0.3462
3150947,33,160.2,35.0,145.0,0.1939,0.5398,0.8192,-0.9298,-0.1653,0.329
3150947,34,153.5,45.0,160.0,0.3152,0.633,0.7071,-0.949,0.2024,0.2418
3150947,35,160.4,40.0,165.0,0.2153,0.6057,0.766,-0.9765,0.1366,0.1664
3150947,36,151.0,55.0,130.0,0.3969,0.7166,0.5736,-0.7752,-0.0729,0.6275
3150947,37,129.1,40.0,105.0,0.4986,0.4057,0.766,-0.7373,-0.2662,0.6209
3150947,38,157.1,55.0,135.0,0.3185,0.7547,0.5736,-0.8092,-0.0987,0.5792
3150947,39,169.3,55.0,140.0,0.1518,0.805,0.5736,-0.8211,-0.2204,0.5265
3150947,40,148.1,60.0,130.0,0.4581,0.7349,0.5,-0.7481,0.015,0.6634
3150947,41,180.0,70.0,155.0,0.0,0.9397,0.342,-0.9063,-0.1445,0.3971
3150947,42,162.0,50.0,135.0,0.2367,0.7286,0.6428,-0.813,-0.2138,0.5417
3150947,43,167.6,45.0,155.0,0.1513,0.6907,0.7071,-0.9493,-0.098,0.2988
3150947,44,152.6,40.0,150.0,0.2957,0.5707,0.766,-0.9451,0.0583,0.3214
3150947,45,121.3,40.0,110.0,0.5492,0.334,0.766,-0.7928,-0.0818,0.604
3150947,46,173.1,65.0,150.0,0.1092,0.8997,0.4226,-0.8852,-0.1054,0.4532
3150947,47,125.1,35.0,95.0,0.4691,0.33,0.8192,-0.7176,-0.3982,0.5714
3150947,48,175.4,55.0,165.0,0.0654,0.8165,0.5736,-0.9747,-0.0709,0.212
3150947,49,155.5,50.0,155.0,0.3182,0.6968,0.6428,-0.9373,0.1294,0.3237
3150947,50,160.6,45.0,130.0,0.235,0.6669,0.7071,-0.7863,-0.2972,0.5417
3150947,51,160.6,45.0,120.0,0.235,0.6669,0.7071,-0.6751,-0.4114,0.6124
3150947,52,126.0,25.0,125.0,0.3419,0.2484,0.9063,-0.9378,0.0277,0.3462
3150947,53,125.3,45.0,105.0,0.5771,0.4085,0.7071,-0.707,-0.1834,0.683
3150947,54,175.1,50.0,170.0,0.0656,0.7632,0.6428,-0.9907,-0.0269,0.133
3150947,55,163.2,55.0,135.0,0.2365,0.7843,0.5736,-0.7941,-0.1842,0.5792
3150947,56,153.5,45.0,150.0,0.3152,0.633,0.7071,-0.9328,0.0695,0.3536
3150947,57,152.6,40.0,130.0,0.2957,0.5707,0.766,-0.8407,-0.2253,0.4924
3150947,58,138.0,25.0,130.0,0.2828,0.3141,0.9063,-0.9422,-0.0858,0.3237
3150947,59,168.5,50.0,160.0,0.1521,0.7508,0.6428,-0.9646,-0.0289,0.262
3150947,60,153.9,60.0,110.0,0.3814,0.7775,0.5,-0.514,-0.2712,0.8138
3150947,61,137.0,40.0,115.0,0.4387,0.4698,0.766,-0.7827,-0.2189,0.5826
3150947,62,160.6,45.0,145.0,0.235,0.6669,0.7071,-0.9074,-0.1103,0.4056
3150947,63,158.8,70.0,130.0,0.3395,0.8762,0.342,-0.694,-0.0121,0.7198
3150947,64,175.1,50.0,160.0,0.0656,0.7632,0.6428,-0.9551,-0.1386,0.262
3150947,65,136.5,60.0,125.0,0.5967,0.6277,0.5,-0.6979,0.0983,0.7094
3150947,66,133.9,35.0,115.0,0.4133,0.3977,0.8192,-0.828,-0.2103,0.5198
3150947,67,165.5,60.0,150.0,0.2171,0.8384,0.5,-0.901,-0.0249,0.433
3150947,68,177.1,60.0,130.0,0.0439,0.8649,0.5,-0.6614,-0.35,0.6634
3150947,69,155.5,50.0,150.0,0.3182,0.6968,0.6428,-0.9213,0.0674,0.383
3150947,70,133.9,35.0,105.0,0.4133,0.3977,0.8192,-0.7496,-0.3622,0.554
3150947,71,158.8,70.0,120.0,0.3395,0.8762,0.342,-0.5732,-0.0956,0.8138
3150947,72,159.7,60.0,120.0,0.3008,0.8121,0.5,-0.6193,-0.2324,0.75
3150947,73,175.1,50.0,130.0,0.0656,0.7632,0.6428,-0.6826,-0.4356,0.5868
3150947,74,121.3,40.0,95.0,0.5492,0.334,0.766,-0.6973,-0.322,0.6403
3150947,75,167.5,65.0,140.0,0.1956,0.885,0.4226,-0.8066,-0.1,0.5826
3150947,76,152.6,40.0,140.0,0.2957,0.5707,0.766,-0.9067,-0.0848,0.4132
3150947,77,168.5,50.0,130.0,0.1521,0.7508,0.6428,-0.7278,-0.3549,0.5868
3150947,78,142.7,35.0,145.0,0.3477,0.4562,0.8192,-0.9363,0.1229,0.329
3150947,79,178.6,65.0,160.0,0.0219,0.906,0.4226,-0.9429,-0.1218,0.31
3150947,80,155.5,50.0,145.0,0.3182,0.6968,0.6428,-0.8983,0.0049,0.4394
3150947,81,151.5,35.0,130.0,0.274,0.5039,0.8192,-0.8645,-0.2442,0.4394
3150947,82,126.0,25.0,115.0,0.3419,0.2484,0.9063,-0.9129,-0.1409,0.383
3150947,83,153.5,70.0,125.0,0.4189,0.8412,0.342,-0.6383,0.0049,0.7698
3150947,84,168.3,40.0,150.0,0.1308,0.6293,0.766,-0.9258,-0.1988,0.3214
3150947,85,160.6,45.0,155.0,0.235,0.6669,0.7071,-0.9541,0.0194,0.2988
3150947,86,168.5,50.0,150.0,0.1521,0.7508,0.6428,-0.9126,-0.143,0.383
3150947,87,163.2,55.0,150.0,0.2365,0.7843,0.5736,-0.9119,-0.0246,0.4096
3150947,88,174.7,70.0,135.0,0.0867,0.9357,0.342,-0.7264,-0.1756,0.6645
3150947,89,176.1,40.0,175.0,0.0439,0.6413,0.766,-0.9984,0.0014,0.056
3150947,90,150.0,30.0,150.0,0.25,0.433,0.866,-0.9665,0.058,0.25
3150947,91,120.0,30.0,120.0,0.433,0.25,0.866,-0.8995,0.058,0.433
3150947,92,160.0,30.0,140.0,0.171,0.4698,0.866,-0.9102,-0.2611,0.3214
3150947,93,153.9,60.0,135.0,0.3814,0.7775,0.5,-0.7905,-0.006,0.6124
3150947,94,160.2,35.0,155.0,0.1939,0.5398,0.8192,-0.97,-0.0195,0.2424
3150947,95,139.4,45.0,105.0,0.4601,0.537,0.7071,-0.6409,-0.3503,0.683
3150947,96,180.0,70.0,150.0,0.0,0.9397,0.342,-0.866,-0.171,0.4698
3150947,97,160.4,40.0,135.0,0.2153,0.6057,0.766,-0.8477,-0.2736,0.4545
3150947,98,145.4,65.0,130.0,0.5148,0.7459,0.4226,-0.7129,0.0987,0.6943
3150947,99,175.1,50.0,150.0,0.0656,0.7632,0.6428,-0.8904,-0.2461,0.383
3150947,100,139.4,45.0,135.0,0.4601,0.537,0.7071,-0.8623,0.0804,0.5
3150947,101,146.5,45.0,140.0,0.3906,0.5894,0.7071,-0.8896,0.0442,0.4545
3150947,102,130.0,30.0,115.0,0.383,0.3214,0.866,-0.8729,-0.1808,0.4532
3150947,103,130.0,30.0,125.0,0.383,0.3214,0.866,-0.9121,-0.0166,0.4096
3150947,104,169.3,55.0,135.0,0.1518,0.805,0.5736,-0.77,-0.2675,0.5792
3150947,105,148.9,50.0,135.0,0.3956,0.656,0.6428,-0.8402,-0.0241,0.5417
3150947,106,169.3,55.0,130.0,0.1518,0.805,0.5736,-0.7131,-0.3127,0.6275
3150947,107,160.0,30.0,155.0,0.171,0.4698,0.866,-0.9768,-0.034,0.2113
3150947,108,125.3,45.0,120.0,0.5771,0.4085,0.7071,-0.7887,0.0543,0.6124
3150947,109,133.9,35.0,125.0,0.4133,0.3977,0.8192,-0.8812,-0.052,0.4698
3150947,110,165.5,60.0,140.0,0.2171,0.8384,0.5,-0.8221,-0.1191,0.5567
3150947,111,125.3,45.0,115.0,0.5771,0.4085,0.7071,-0.7672,-0.0253,0.6409
3150947,112,150.0,30.0,130.0,0.25,0.433,0.866,-0.8884,-0.2531,0.383
3150947,113,135.8,50.0,135.0,0.5339,0.5494,0.6428,-0.8239,0.1669,0.5417
3150947,114,171.3,60.0,155.0,0.1311,0.856,0.5,-0.9279,-0.0716,0.366
3150947,115,175.4,55.0,155.0,0.0654,0.8165,0.5736,-0.9228,-0.1693,0.3462
3150947,116,174.7,45.0,155.0,0.0652,0.7041,0.7071,-0.93,-0.2139,0.2988
3150947,117,178.6,65.0,145.0,0.0219,0.906,0.4226,-0.8248,-0.2225,0.5198
3150947,118,169.3,55.0,155.0,0.1518,0.805,0.5736,-0.9355,-0.0703,0.3462
3150947,119,157.1,55.0,145.0,0.3185,0.7547,0.5736,-0.8826,0.0154,0.4698
3150947,120,151.5,35.0,150.0,0.274,0.5039,0.8192,-0.9565,0.0539,0.2868
3150947,121,151.0,55.0,105.0,0.3969,0.7166,0.5736,-0.4949,-0.3592,0.7912
3150947,122,177.1,60.0,175.0,0.0439,0.8649,0.5,-0.9971,0.0069,0.0755
3150947,123,169.0,35.0,160.0,0.1092,0.5631,0.8192,-0.9758,-0.0961,0.1962
3150947,124,148.9,50.0,115.0,0.3956,0.656,0.6428,-0.6627,-0.2806,0.6943
3150947,125,167.5,65.0,135.0,0.1956,0.885,0.4226,-0.7549,-0.1392,0.6409
3150947,126,125.1,35.0,125.0,0.4691,0.33,0.8192,-0.8788,0.0831,0.4698
3150947,127,144.8,40.0,130.0,0.3707,0.5251,0.766,-0.8635,-0.1087,0.4924
3150947,128,138.0,25.0,115.0,0.2828,0.3141,0.9063,-0.8637,-0.3276,0.383
3150947,129,168.3,40.0,155.0,0.1308,0.6293,0.766,-0.9532,-0.1326,0.2717
3150947,130,175.1,50.0,175.0,0.0656,0.7632,0.6428,-0.9973,0.0294,0.0668
3150947,131,142.7,35.0,115.0,0.3477,0.4562,0.8192,-0.7862,-0.3342,0.5198
3150947,132,162.0,50.0,125.0,0.2367,0.7286,0.6428,-0.7082,-0.3235,0.6275
3150947,133,160.2,35.0,140.0,0.1939,0.5398,0.8192,-0.8989,-0.2366,0.3687
3150947,134,177.1,60.0,135.0,0.0439,0.8649,0.5,-0.7241,-0.3173,0.6124
3150947,135,175.1,50.0,140.0,0.0656,0.7632,0.6428,-0.7986,-0.3461,0.4924
3150947,136,162.0,65.0,135.0,0.2801,0.8619,0.4226,-0.7648,-0.0657,0.6409
3150947,137,167.6,45.0,150.0,0.1513,0.6907,0.7071,-0.9216,-0.1601,0.3536
3150947,138,171.3,60.0,130.0,0.1311,0.856,0.5,-0.6934,-0.2813,0.6634
3150947,139,129.1,40.0,115.0,0.4986,0.4057,0.766,-0.8053,-0.1103,0.5826
3150947,140,137.0,40.0,125.0,0.4387,0.4698,0.766,-0.8475,-0.0671,0.5265
3150947,141,151.5,35.0,140.0,0.274,0.5039,0.8192,-0.9245,-0.0966,0.3687
3150947,142,160.2,35.0,150.0,0.1939,0.5398,0.8192,-0.9535,-0.0927,0.2868
3150947,143,138.0,25.0,140.0,0.2828,0.3141,0.9063,-0.9591,0.0797,0.2717
3150947,144,160.6,45.0,165.0,0.235,0.6669,0.7071,-0.9718,0.1484,0.183
3150947,145,165.5,60.0,130.0,0.2171,0.8384,0.5,-0.7183,-0.2097,0.6634
3150947,146,180.0,70.0,160.0,0.0,0.9397,0.342,-0.9397,-0.117,0.3214
3150947,147,148.9,50.0,120.0,0.3956,0.656,0.6428,-0.7156,-0.2185,0.6634
3150947,148,162.0,25.0,155.0,0.1306,0.4019,0.9063,-0.9803,-0.0842,0.1786
3150947,149,182.9,60.0,135.0,-0.0439,0.8649,0.5,-0.6883,-0.3889,0.6124
3150947,150,174.7,45.0,140.0,0.0652,0.7041,0.7071,-0.8047,-0.3819,0.4545
3150947,151,168.3,40.0,160.0,0.1308,0.6293,0.766,-0.9733,-0.0653,0.2198
3150947,152,155.5,50.0,125.0,0.3182,0.6968,0.6428,-0.7405,-0.2407,0.6275
3150947,153,182.9,60.0,140.0,-0.0439,0.8649,0.5,-0.7488,-0.3598,0.5567
3150947,154,155.5,50.0,140.0,0.3182,0.6968,0.6428,-0.8685,-0.0576,0.4924
3150947,155,153.9,60.0,130.0,0.3814,0.7775,0.5,-0.7458,-0.0608,0.6634
3150947,156,151.0,55.0,115.0,0.3969,0.7166,0.5736,-0.6216,-0.25,0.7424
3150947,157,118.2,45.0,105.0,0.623,0.3345,0.7071,-0.7242,-0.0951,0.683
3150947,158,167.6,45.0,135.0,0.1513,0.6907,0.7071,-0.7977,-0.3372,0.5
3150947,159,144.8,40.0,145.0,0.3707,0.5251,0.766,-0.9226,0.1134,0.3687
3150947,160,171.3,60.0,140.0,0.1311,0.856,0.5,-0.8059,-0.2017,0.5567
3150947,161,181.6,50.0,145.0,-0.0219,0.7657,0.6428,-0.8083,-0.3919,0.4394
3150947,162,137.0,40.0,135.0,0.4387,0.4698,0.766,-0.8865,0.0868,0.4545
3150947,163,160.6,45.0,125.0,0.235,0.6669,0.7071,-0.7335,-0.3557,0.5792
3150947,164,177.1,60.0,165.0,0.0439,0.8649,0.5,-0.9712,-0.0803,0.2241
3150947,165,152.6,40.0,135.0,0.2957,0.5707,0.766,-0.877,-0.1556,0.4545
3150947,166,122.7,50.0,120.0,0.6444,0.4142,0.6428,-0.7386,0.1197,0.6634
3150947,167,146.5,45.0,110.0,0.3906,0.5894,0.7071,-0.6521,-0.365,0.6645
3150947,168,168.3,40.0,140.0,0.1308,0.6293,0.766,-0.8502,-0.3262,0.4132
3150947,169,160.0,30.0,160.0,0.171,0.4698,0.866,-0.9843,0.0431,0.171
3150947,170,142.7,35.0,125.0,0.3477,0.4562,0.8192,-0.8629,-0.1859,0.4698
3150947,171,162.0,65.0,130.0,0.2801,0.8619,0.4226,-0.7114,-0.1093,0.6943
3150947,172,168.3,40.0,175.0,0.1308,0.6293,0.766,-0.9889,0.1373,0.056
3150947,173,177.1,60.0,140.0,0.0439,0.8649,0.5,-0.7813,-0.2822,0.5567
3150947,174,155.5,50.0,135.0,0.3182,0.6968,0.6428,-0.832,-0.1197,0.5417
3150947,175,125.3,45.0,110.0,0.5771,0.4085,0.7071,-0.7399,-0.1048,0.6645
3150947,176,135.8,50.0,125.0,0.5339,0.5494,0.6428,-0.7783,0.0221,0.6275
3150947,177,159.7,60.0,135.0,0.3008,0.8121,0.5,-0.7859,-0.086,0.6124
3150947,178,121.3,40.0,105.0,0.5492,0.334,0.766,-0.7667,-0.1633,0.6209
3150947,179,151.0,55.0,135.0,0.3969,0.7166,0.5736,-0.8151,-0.0122,0.5792
3150947,180,152.6,40.0,160.0,0.2957,0.5707,0.766,-0.9549,0.1997,0.2198
3150947,181,120.0,30.0,105.0,0.433,0.25,0.866,-0.8539,-0.1941,0.483
3150947,182,167.5,65.0,130.0,0.1956,0.885,0.4226,-0.6975,-0.1774,0.6943
3150947,183,160.6,45.0,150.0,0.235,0.6669,0.7071,-0.9343,-0.0456,0.3536
3150947,184,165.5,60.0,155.0,0.2171,0.8384,0.5,-0.9303,0.0226,0.366
3150947,185,132.4,45.0,110.0,0.5226,0.4764,0.7071,-0.7215,-0.1949,0.6645
3150947,186,162.0,65.0,120.0,0.2801,0.8619,0.4226,-0.5886,-0.1936,0.7849
3150947,187,153.5,45.0,125.0,0.3152,0.633,0.7071,-0.7716,-0.2628,0.5792
3150947,188,160.2,35.0,135.0,0.1939,0.5398,0.8192,-0.8613,-0.3061,0.4056
3150947,189,173.1,65.0,130.0,0.1092,0.8997,0.4226,-0.6771,-0.2439,0.6943
3150947,190,168.5,50.0,135.0,0.1521,0.7508,0.6428,-0.7833,-0.305,0.5417
3150947,191,156.5,65.0,125.0,0.3619,0.8309,0.4226,-0.6641,-0.0883,0.7424
3150947,192,176.1,40.0,170.0,0.0439,0.6413,0.766,-0.9916,-0.0655,0.1116
3150947,193,167.6,45.0,125.0,0.1513,0.6907,0.7071,-0.6842,-0.4431,0.5792
3150947,194,122.7,50.0,115.0,0.6444,0.4142,0.6428,-0.7186,0.0406,0.6943
3150947,195,157.1,55.0,115.0,0.3185,0.7547,0.5736,-0.5915,-0.3146,0.7424
3150947,196,140.0,30.0,140.0,0.3214,0.383,0.866,-0.9446,0.066,0.3214
3150947,197,150.0,30.0,125.0,0.25,0.433,0.866,-0.8514,-0.3276,0.4096
3150947,198,176.1,40.0,150.0,0.0439,0.6413,0.766,-0.8901,-0.323,0.3214
3150947,199,155.5,50.0,160.0,0.3182,0.6968,0.6428,-0.9461,0.1904,0.262
3150947,200,151.5,35.0,120.0,0.274,0.5039,0.8192,-0.7782,-0.3844,0.4967
3150947,201,169.0,35.0,170.0,0.1092,0.5631,0.8192,-0.9939,0.0479,0.0996
3150947,202,126.0,25.0,120.0,0.3419,0.2484,0.9063,-0.9289,-0.0568,0.366
3150947,203,146.5,45.0,135.0,0.3906,0.5894,0.7071,-0.8656,-0.0262,0.5
3150947,204,168.5,50.0,165.0,0.1521,0.7508,0.6428,-0.9797,0.0288,0.1983
3150947,205,144.9,55.0,130.0,0.4708,0.6703,0.5736,-0.7785,0.0099,0.6275
3150947,206,177.1,60.0,170.0,0.0439,0.8649,0.5,-0.9879,-0.0368,0.1504
3150947,207,140.0,30.0,125.0,0.3214,0.383,0.866,-0.8954,-0.1747,0.4096
3150947,208,140.0,30.0,135.0,0.3214,0.383,0.866,-0.9353,-0.0146,0.3536
3150947,209,148.1,60.0,125.0,0.4581,0.7349,0.5,-0.7034,-0.0442,0.7094
3150947,210,139.4,45.0,140.0,0.4601,0.537,0.7071,-0.8775,0.1532,0.4545
3150947,211,182.9,60.0,145.0,-0.0439,0.8649,0.5,-0.8036,-0.3279,0.4967
3150947,212,159.7,60.0,130.0,0.3008,0.8121,0.5,-0.7358,-0.1359,0.6634
3150947,213,157.1,55.0,130.0,0.3185,0.7547,0.5736,-0.7631,-0.1549,0.6275
3150947,214,151.0,55.0,120.0,0.3969,0.7166,0.5736,-0.6781,-0.1922,0.7094
3150947,215,130.0,30.0,105.0,0.383,0.3214,0.866,-0.8072,-0.3394,0.483
3150947,216,139.4,45.0,110.0,0.4601,0.537,0.7071,-0.692,-0.2821,0.6645
3150947,217,176.1,40.0,145.0,0.0439,0.6413,0.766,-0.8472,-0.3825,0.3687
3150947,218,163.2,55.0,155.0,0.2365,0.7843,0.5736,-0.9377,0.0296,0.3462
3150947,219,160.2,35.0,130.0,0.1939,0.5398,0.8192,-0.8171,-0.3733,0.4394
3150947,220,120.0,30.0,115.0,0.433,0.25,0.866,-0.891,-0.0264,0.4532
3150947,221,160.2,35.0,165.0,0.1939,0.5398,0.8192,-0.9807,0.127,0.1485
3150947,222,146.5,45.0,115.0,0.3906,0.5894,0.7071,-0.7063,-0.3008,0.6409
3150947,223,150.0,25.0,135.0,0.2113,0.366,0.9063,-0.9328,-0.2014,0.2988
3150947,224,169.3,55.0,120.0,0.1518,0.805,0.5736,-0.5834,-0.3955,0.7094
3150947,225,157.1,55.0,160.0,0.3185,0.7547,0.5736,-0.942,0.1846,0.2802
3150947,226,167.6,45.0,145.0,0.1513,0.6907,0.7071,-0.887,-0.2209,0.4056
3150947,227,175.4,55.0,140.0,0.0654,0.8165,0.5736,-0.793,-0.3064,0.5265
3150947,228,170.0,30.0,165.0,0.0868,0.4924,0.866,-0.9902,-0.053,0.1294
3150947,229,167.6,45.0,160.0,0.1513,0.6907,0.7071,-0.9697,-0.0352,0.2418
3150947,230,132.4,45.0,105.0,0.5226,0.4764,0.7071,-0.6791,-0.2689,0.683
3150947,231,156.5,65.0,135.0,0.3619,0.8309,0.4226,-0.7676,0.0084,0.6409
3150947,232,118.2,45.0,110.0,0.623,0.3345,0.7071,-0.7472,-0.013,0.6645
3150947,233,146.5,45.0,130.0,0.3906,0.5894,0.7071,-0.835,-0.0965,0.5417
3150947,234,151.5,35.0,160.0,0.274,0.5039,0.8192,-0.9594,0.2028,0.1962
3150947,235,142.4,50.0,115.0,0.4678,0.6066,0.6428,-0.6904,-0.2033,0.6943
3150947,236,163.2,55.0,145.0,0.2365,0.7843,0.5736,-0.8793,-0.0785,0.4698
3150947,237,121.3,40.0,100.0,0.5492,0.334,0.766,-0.7348,-0.2436,0.633
3150947,238,173.1,65.0,125.0,0.1092,0.8997,0.4226,-0.6111,-0.2745,0.7424
3150947,239,168.3,40.0,170.0,0.1308,0.6293,0.766,-0.9913,0.0701,0.1116
3150947,240,177.1,60.0,125.0,0.0439,0.8649,0.5,-0.5936,-0.38,0.7094
3150947,241,165.5,60.0,135.0,0.2171,0.8384,0.5,-0.7732,-0.165,0.6124
3150947,242,144.9,55.0,135.0,0.4708,0.6703,0.5736,-0.8117,0.0745,0.5792
3150947,243,167.6,45.0,140.0,0.1513,0.6907,0.7071,-0.8455,-0.2801,0.4545
3150947,244,132.4,45.0,130.0,0.5226,0.4764,0.7071,-0.8333,0.1101,0.5417
3150947,245,178.6,65.0,165.0,0.0219,0.906,0.4226,-0.9683,-0.086,0.2346
3150947,246,171.3,60.0,135.0,0.1311,0.856,0.5,-0.7525,-0.2424,0.6124
3150947,247,146.5,45.0,150.0,0.3906,0.5894,0.7071,-0.9172,0.1836,0.3536
3150947,248,120.0,30.0,95.0,0.433,0.25,0.866,-0.7907,-0.3559,0.4981
3150947,249,167.6,45.0,175.0,0.1513,0.6907,0.7071,-0.9863,0.1529,0.0616
3150947,250,180.0,70.0,135.0,0.0,0.9397,0.342,-0.7071,-0.2418,0.6645
3150947,251,129.1,40.0,100.0,0.4986,0.4057,0.766,-0.6948,-0.3414,0.633
3150947,252,150.0,30.0,145.0,0.25,0.433,0.866,-0.9578,-0.0206,0.2868
3150947,253,182.9,60.0,150.0,-0.0439,0.8649,0.5,-0.8523,-0.2935,0.433
3150947,254,167.6,45.0,130.0,0.1513,0.6907,0.7071,-0.7438,-0.3916,0.5417
3150947,255,153.5,70.0,135.0,0.4189,0.8412,0.342,-0.7408,0.0987,0.6645
3150947,256,142.4,50.0,120.0,0.4678,0.6066,0.6428,-0.7359,-0.1355,0.6634
3150947,257,130.0,30.0,135.0,0.383,0.3214,0.866,-0.9236,0.148,0.3536
3150947,258,144.9,55.0,140.0,0.4708,0.6703,0.5736,-0.8388,0.1386,0.5265
3150947,259,133.9,35.0,135.0,0.4133,0.3977,0.8192,-0.9077,0.1078,0.4056
3150947,260,129.1,40.0,130.0,0.4986,0.4057,0.766,-0.8609,0.1283,0.4924
3150947,261,146.5,45.0,145.0,0.3906,0.5894,0.7071,-0.9069,0.1144,0.4056
3150947,262,171.3,60.0,125.0,0.1311,0.856,0.5,-0.629,-0.318,0.7094
3150947,263,155.5,50.0,130.0,0.3182,0.6968,0.6428,-0.7893,-0.1809,0.5868
3150947,264,176.1,40.0,155.0,0.0439,0.6413,0.766,-0.9263,-0.2611,0.2717
3150947,265,178.6,65.0,170.0,0.0219,0.906,0.4226,-0.9863,-0.0496,0.1574
3150947,266,138.0,25.0,135.0,0.2828,0.3141,0.9063,-0.9543,-0.0031,0.2988
3150947,267,158.8,70.0,140.0,0.3395,0.8762,0.342,-0.7937,0.0717,0.604
3150947,268,139.4,45.0,120.0,0.4601,0.537,0.7071,-0.7781,-0.1397,0.6124
3150947,269,160.6,45.0,160.0,0.235,0.6669,0.7071,-0.9667,0.0842,0.2418
3150947,270,132.4,45.0,125.0,0.5226,0.4764,0.7071,-0.8145,0.0337,0.5792
3150947,271,125.3,45.0,125.0,0.5771,0.4085,0.7071,-0.8042,0.1335,0.5792
3150947,272,144.9,55.0,125.0,0.4708,0.6703,0.5736,-0.7394,-0.0548,0.671
3150947,273,137.0,40.0,110.0,0.4387,0.4698,0.766,-0.7413,-0.2926,0.604
3150947,274,168.3,40.0,145.0,0.1308,0.6293,0.766,-0.8914,-0.2635,0.3687
3150947,275,126.0,25.0,105.0,0.3419,0.2484,0.9063,-0.8604,-0.3052,0.4082
3150947,276,148.9,50.0,125.0,0.3956,0.656,0.6428,-0.7631,-0.1547,0.6275
3150947,277,160.4,40.0,140.0,0.2153,0.6057,0.766,-0.8867,-0.2074,0.4132
3150947,278,159.7,60.0,155.0,0.3008,0.8121,0.5,-0.9233,0.1166,0.366
3150947,279,178.6,65.0,155.0,0.0219,0.906,0.4226,-0.9104,-0.1567,0.383
3150947,280,153.9,60.0,115.0,0.3814,0.7775,0.5,-0.579,-0.2207,0.7849
3150947,281,125.1,35.0,115.0,0.4691,0.33,0.8192,-0.8504,-0.0814,0.5198
3150947,282,151.0,55.0,140.0,0.3969,0.7166,0.5736,-0.8488,0.0487,0.5265
3150947,283,180.0,70.0,165.0,0.0,0.9397,0.342,-0.9659,-0.0885,0.2432
3150947,284,176.1,40.0,-170.0,0.0439,0.6413,0.766,-0.9734,0.1999,-0.1116
3150947,285,159.7,60.0,150.0,0.3008,0.8121,0.5,-0.8989,0.0663,0.433
3150947,286,125.1,35.0,120.0,0.4691,0.33,0.8192,-0.8679,0.0008,0.4967
3150947,287,162.0,50.0,130.0,0.2367,0.7286,0.6428,-0.7635,-0.2697,0.5868
3150947,288,151.0,55.0,110.0,0.3969,0.7166,0.5736,-0.5604,-0.3058,0.7698
3150947,289,167.6,45.0,170.0,0.1513,0.6907,0.7071,-0.9883,0.0907,0.1228
3150947,290,176.1,40.0,165.0,0.0439,0.6413,0.766,-0.9772,-0.1319,0.1664
3150947,291,142.4,50.0,130.0,0.4678,0.6066,0.6428,-0.8097,0.0026,0.5868
3150947,292,175.4,55.0,160.0,0.0654,0.8165,0.5736,-0.9523,-0.1206,0.2802
3150947,293,140.0,30.0,120.0,0.3214,0.383,0.866,-0.8651,-0.2531,0.433
3150947,294,168.3,40.0,-180.0,0.1308,0.6293,0.766,-0.9791,0.2035,-0.0
3150947,295,155.5,50.0,165.0,0.3182,0.6968,0.6428,-0.9477,0.2499,0.1983
3150947,296,121.3,40.0,120.0,0.5492,0.334,0.766,-0.8266,0.0825,0.5567
3150947,297,150.0,25.0,140.0,0.2113,0.366,0.9063,-0.9547,-0.1215,0.2717
3150947,298,145.4,65.0,135.0,0.5148,0.7459,0.4226,-0.7517,0.1557,0.6409
3150947,299,132.4,45.0,120.0,0.5226,0.4764,0.7071,-0.7894,-0.043,0.6124
3151649,0,151.5,35.0,110.0,0.274,0.5039,0.8192,-0.6682,-0.5128,0.539
